ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id,n_valid,missing_rate,zero_denom_rate,inf_rate,p1,median,p99,same_value_rate,outlier_flag,quality_pass,fail_reasons,selected_eligible
R211,기타/복합,복합후보,Altman 이익잉여금/총자산,,이익잉여금 / 총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_direct,,R064,exact_value_alias,Altman 이익잉여금/총자산 is identical to 이익잉여금/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A615000000|U01A100000000,False,R064,4400,0.1064,0.0,0.0,-1.8083,0.2772,0.9708,0.0002,False,True,,False
R212,기타/복합,복합후보,Altman EBIT/총자산,,EBIT / 총자산,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000|U01A100000000|영업이익,True,R212,4400,0.1064,0.0,0.0,-0.2469,0.0314,0.2112,0.0002,False,True,,True
R213,기타/복합,복합후보,Altman 매출액/총자산,,매출액 / 총자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B100000000|U01A100000000,True,R213,4400,0.1064,0.0,0.0,0.0376,0.7427,2.9246,0.0005,False,True,,True
R214,기타/복합,복합후보,OCF/총자산,,영업활동현금흐름 / 총자산,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A100000000,True,R214,4400,0.1064,0.0,0.0,-0.2402,0.0421,0.2643,0.0002,False,True,,True
R215,기타/복합,복합후보,FCF/총자산,,FCF / 총자산,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01A100000000|영업활동현금흐름|CAPEX_proxy,True,R215,4400,0.1064,0.0,0.0,-0.3014,0.0123,0.2369,0.0002,False,True,,True
R216,기타/복합,복합후보,OCF/매출액,,OCF / 매출액,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_direct,,R010,exact_value_alias,OCF/매출액 is identical to 영업현금흐름마진.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01D100000000|U01B100000000,False,R010,4398,0.1068,0.0004,0.0,-1.0409,0.054,0.5776,0.0002,False,True,,False
R217,기타/복합,복합후보,FCF/매출액,,FCF / 매출액,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,True,R217,4398,0.1068,0.0004,0.0,-1.4376,0.0155,0.5184,0.0002,False,True,,True
R218,기타/복합,복합후보,CAPEX/OCF,,CAPEX / OCF,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,% 또는 배,낮을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01D206012400|U01D100000000|CAPEX_proxy,True,R218,4400,0.1064,0.0,0.0,-15.693,0.1238,11.0386,0.0093,False,True,,True
R219,기타/복합,복합후보,CAPEX/EBITDA,,CAPEX / EBITDA,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,% 또는 배,낮을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01D206012400|U01B430000000+U01B350014100+U01B350014300|CAPEX_proxy|영업이익|감가상각비|무형자산상각비,True,R219,4399,0.1066,0.0002,0.0,-10.3145,0.2073,10.4151,0.0093,False,True,,True
R220,CF_품질,현금창출력,OCF/순이익 비율,,영업활동현금흐름 / 당기순이익,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,당기순이익,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B840000000,True,R220,4400,0.1064,0.0,0.0,-24.609,0.8548,23.0474,0.0002,False,True,,True
R221,CF_품질,현금창출력,OCF마진,,영업활동현금흐름 / 매출액,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,%,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B100000000,True,R221,4398,0.1068,0.0004,0.0,-1.0409,0.054,0.5776,0.0002,False,True,,True
R225,CF_품질,이자커버리지(CF),OCF이자보상배율,,영업활동현금흐름 / 금융비용,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B550000000,True,R225,4316,0.1235,0.0171,0.0,-77.2181,2.548,1303.098,0.0002,True,True,,True
R226,자본효율성,이익유보,이익잉여금/총자산,,이익잉여금 / 총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A100000000,True,R226,4400,0.1064,0.0,0.0,-1.8083,0.2772,0.9708,0.0002,False,True,,True
R227,자본효율성,이익유보,이익잉여금/자본,,이익잉여금 / 자본총계,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자본총계,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A600000000,True,R227,4400,0.1064,0.0,0.0,-5.105,0.5098,1.6454,0.0002,False,True,,True
R228,자본효율성,자산효율성,OCF/총자산(평균),,영업활동현금흐름 / 평균총자산,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A100000000,True,R228,4400,0.1064,0.0,0.0,-0.2402,0.0421,0.2643,0.0002,False,True,,True
R236,활동성,매입채무회전율,매입채무회전율,,매출원가 / 평균매입채무,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,중립,,compute_with_flag,확장,available_direct,,,,,,,False,U01B200000000|U01A811030700,True,R236,4398,0.1068,0.0004,0.0,0.0,5.5459,28.0602,0.0477,False,True,,True
R237,활동성,매출채권회전율,매출채권회전율,,매출액 / 평균매출채권,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B100000000|U01A111045400,True,R237,4399,0.1066,0.0002,0.0,0.831,5.4596,58.5885,0.0002,False,True,,True
R238,활동성,재고자산회전율,재고자산회전율,,매출원가 / 평균재고자산,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B200000000|U01A111038700,True,R238,3990,0.1897,0.0833,0.0,0.0,7.1316,1143.0923,0.015,True,False,zero_denom_high=8.3%,False
R239,성장성,OCF성장률,OCF성장률,,(당기OCF - 전기OCF) / |전기OCF|,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,,,확장,available_direct,,,,,,,False,U01D100000000|U01D100000000,True,R239,3177,0.3548,0.0,0.0,1.0,1.0,1.0,1.0,False,False,high_missing=35.5%|low_variance=100.0%,False
R240,성장성,총자산성장률,총자산성장률,,(당기총자산 - 전기총자산) / 전기총자산,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,,,확장,available_direct,,,,,,,False,U01A100000000|U01A100000000,True,R240,4400,0.1064,0.0,0.0,1.0,1.0,1.0,1.0,False,False,low_variance=100.0%,False
R241,성장성,이익잉여금성장률,이익잉여금증가율,,(당기RE - 전기RE) / |전기RE|,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,True,%,높을수록 우량,,,확장,available_direct,,,,,,,False,U01A615000000|U01A615000000,True,R241,3608,0.2673,0.0002,0.0,0.0,0.0,0.0,1.0,False,False,low_variance=100.0%,False
